American;Feder;of;Labor;and;Congress;of;Industrial;Organiz|CCNER|9
Cooper;Union;for;the;Advancement;of;Scienc;and;Art|CCNER|9
First;Epistl;of;Paul;the;Apostl;to;the;Corinthian|CCNER|9
First;Epistl;of;Paul;the;Apostl;to;the;Thessalonian|CCNER|9
Internat;Islamic;Front;for;Jihad;against;Jew;and;Crusad|CCNER|9
Prayer;of;Azariah;and;Song;of;the;Three;Children|CCNER|9
Second;Epistl;of;Paul;the;Apostl;to;the;Corinthian|CCNER|9
Second;Epistl;of;Paul;the;Apostl;to;the;Thessalonian|CCNER|9
Unite;Nation;Office;for;Drug;Control;and;Crime;Prevent|CCNER|9
Armenian;Secret;Armi;for;the;Liber;of;Armenia|CCNER|8
Baron;Friedrich;Wilhelm;Ludolf;Gerhard;Augustin;von;Steuben|CCNER|8
Econom;Commiss;for;Asia;and;the;Far;East|CCNER|8
Epistl;of;Paul;the;Apostl;to;the;Colossian|CCNER|8
Epistl;of;Paul;the;Apostl;to;the;Ephesian|CCNER|8
Epistl;of;Paul;the;Apostl;to;the;Galatian|CCNER|8
Epistl;of;Paul;the;Apostl;to;the;Philippian|CCNER|8
Epistl;of;Paul;the;Apostl;to;the;Roman|CCNER|8
First;Epistl;of;Paul;the;Apostl;to;Timothi|CCNER|8
Food;and;Agricultur;Organiz;of;the;Unite;Nation|CCNER|8
Juan;Carlo;Victor;Maria;de;Borbon;y;Borbon|CCNER|8
Lautaro;Faction;of;the;Unite;Popular;Action;Movement|CCNER|8
Mari;Joseph;Paul;Yves;Roch;Gilbert;du;Motier|CCNER|8
Popular;Democrat;Front;for;the;Liber;of;Palestin|CCNER|8
Popular;Front;for;the;Liber;of;Palestine-Gener;Command|CCNER|8
Royal;Societi;of;London;for;Improve;Natur;Knowledg|CCNER|8
Second;Epistl;of;Paul;the;Apostl;to;Timothi|CCNER|8
Unite;Kingdom;of;Great;Britain;and;Northern;Ireland|CCNER|8
Unite;Societi;of;Believ;in;Christ;Second;Appear|CCNER|8
Abu;Ali;al-Husain;ibn;Abdallah;ibn;Sina|CCNER|7
Academi;of;Motion;Pictur;Arts;and;Scienc|CCNER|7
Associat;for;the;Advancement;of;Retir;Person|CCNER|7
Baron;Karl;Maria;Friedrich;Ernst;von;Weber|CCNER|7
Baron;de;la;Brede;et;de;Montesquieu|CCNER|7
Baronn;Anne;Louis;Germain;Necker;de;Steal-Holstein|CCNER|7
Church;of;Jesus;Christ;of;Latter-Day;Saint|CCNER|7
Democrat;Front;for;the;Liber;of;Palestin|CCNER|7
Democrat;Republ;of;Sao;Tome;and;Princip|CCNER|7
Earn;Befor;Interest;Tax;Depreci;and;Amortiz|CCNER|7
